# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
5603.1 5162 -10.224 61.952 -1.209 83.718 2.16 0.5074 1.047 1789 3266 2527 -2.243 -1.691 -1.967 68.62
5613.1 5162 -9.673 62.715 -1.220 84.162 2.16 0.5074 1.047 1833 3300 2567 -2.283 -1.716 -2 68.62
5623.1 5162 -9.121 63.481 -1.230 84.610 2.161 0.5078 1.047 1877 3334 2605 -2.319 -1.744 -2.031 68.62
5633.1 5131 -8.535 63.885 -0.420 77.343 2.151 0.4559 0.99 2012 2949 2481 -2.469 -1.577 -2.023 68.66
5643.1 5131 -7.978 64.651 -0.426 77.758 2.151 0.4556 0.9898 2061 2982 2521 -2.501 -1.615 -2.058 68.66
5653.1 5131 -7.420 65.417 -0.432 78.180 2.152 0.4555 0.9898 2110 3014 2562 -2.529 -1.658 -2.093 68.66
5663.1 5131 -6.860 66.181 -0.439 78.613 2.152 0.4555 0.99 2159 3047 2603 -2.551 -1.707 -2.129 68.66
5673.1 5131 -6.299 66.942 -0.445 79.056 2.153 0.4558 0.9905 2209 3080 2644 -2.566 -1.763 -2.165 68.66
5683.1 5131 -5.736 67.697 -0.451 79.513 2.154 0.4562 0.991 2257 3114 2686 -2.574 -1.828 -2.201 68.66
5693.1 5131 -5.172 68.445 -0.458 79.984 2.154 0.4567 0.9917 2306 3149 2728 -2.574 -1.901 -2.237 68.66
5703.1 5131 -4.605 69.183 -0.464 80.473 2.154 0.4572 0.9923 2355 3186 2770 -2.566 -1.984 -2.275 68.66
5713.1 5131 -4.037 69.909 -0.471 80.981 2.154 0.4576 0.9928 2403 3225 2814 -2.549 -2.078 -2.314 68.66
5723.1 5131 -3.466 70.622 -0.478 81.511 2.154 0.4579 0.993 2452 3266 2859 -2.525 -2.183 -2.354 68.66
5733.1 5131 -2.894 71.318 -0.485 82.065 2.154 0.4579 0.9929 2501 3311 2906 -2.492 -2.3 -2.396 68.66
5743.1 5131 -2.320 71.995 -0.492 82.645 2.153 0.4578 0.9926 2549 3359 2954 -2.45 -2.428 -2.439 68.66
5753.1 5131 -1.744 72.652 -0.499 83.253 2.152 0.4576 0.9921 2597 3411 3004 -2.4 -2.568 -2.484 68.66
5763.1 5131 -1.166 73.287 -0.506 83.892 2.15 0.4574 0.9916 2644 3465 3054 -2.342 -2.717 -2.53 68.66
5773.1 5131 -0.586 73.898 -0.514 84.563 2.149 0.4574 0.9913 2689 3521 3105 -2.277 -2.875 -2.576 68.66
5783.1 5130 -0.033 74.464 -0.495 85.252 2.148 0.4571 0.9906 2732 3581 3157 -2.206 -3.04 -2.623 68.66
5793.1 5129 0.523 75.009 -0.532 85.972 2.147 0.4567 0.9899 2774 3644 3209 -2.129 -3.213 -2.671 68.66
5803.1 5129 1.107 75.543 -0.541 86.745 2.146 0.4567 0.9897 2814 3710 3262 -2.048 -3.393 -2.721 68.66
5813.1 5128 1.664 76.031 -0.577 87.540 2.145 0.4563 0.989 2852 3781 3316 -1.962 -3.581 -2.771 68.66
5823.1 5120 2.123 76.345 -0.533 88.279 2.14 0.4554 0.9868 2881 3852 3367 -1.865 -3.774 -2.819 68.65
5833.1 5114 2.555 76.706 -0.478 89.062 2.137 0.4542 0.985 2913 3927 3420 -1.77 -3.972 -2.871 68.65
5843.1 5111 3.169 77.082 -0.517 89.929 2.135 0.4539 0.9842 2944 4007 3475 -1.67 -4.179 -2.925 68.65
5853.1 5107 3.702 77.398 -0.635 90.835 2.133 0.4535 0.9832 2970 4091 3530 -1.567 -4.394 -2.981 68.64
5863.1 5101 4.293 77.659 -0.644 91.741 2.129 0.4528 0.9816 2994 4179 3587 -1.463 -4.616 -3.039 68.65
5873.1 5095 4.729 77.909 -0.781 92.679 2.126 0.4519 0.9799 3018 4270 3644 -1.356 -4.845 -3.101 68.64
5883.1 5085 5.181 78.079 -0.930 93.584 2.121 0.4505 0.9773 3038 4364 3701 -1.246 -5.079 -3.162 68.63
5893.1 5081 5.826 78.277 -0.936 94.640 2.118 0.4501 0.9762 3056 4467 3761 -1.133 -5.326 -3.23 68.63
5903.1 5073 6.349 78.420 -0.943 95.646 2.115 0.4497 0.975 3069 4566 3818 -1.017 -5.573 -3.295 68.62
5913.1 5063 6.822 78.510 -0.845 96.654 2.111 0.4489 0.9733 3080 4669 3875 -0.8994 -5.827 -3.363 68.62
5923.1 5051 7.209 78.540 -0.662 97.690 2.103 0.4484 0.9707 3089 4779 3934 -0.7837 -6.091 -3.438 68.61
5933.1 5040 7.684 78.550 -0.510 98.782 2.097 0.4482 0.9692 3093 4892 3993 -0.6631 -6.362 -3.512 68.6
5943.1 5028 8.147 78.518 -0.392 99.900 2.093 0.4474 0.9674 3095 5010 4052 -0.5461 -6.639 -3.593 68.59
5953.1 5014 8.490 78.426 -0.115 101.029 2.087 0.4484 0.9672 3086 5121 4104 -0.4278 -6.912 -3.67 68.57
5963.1 5001 8.892 78.346 -0.119 102.194 2.082 0.4493 0.9671 3078 5237 4157 -0.3101 -7.19 -3.75 68.56
5973.1 4989 9.379 78.283 -0.217 103.348 2.075 0.4515 0.9677 3069 5349 4209 -0.1943 -7.463 -3.829 68.56
5983.1 4974 9.962 78.119 -0.263 104.544 2.069 0.4553 0.9703 3047 5457 4252 -0.07843 -7.727 -3.903 68.56
5993.1 4955 10.413 77.844 -0.429 105.744 2.061 0.4633 0.977 3002 5540 4271 0.03646 -7.956 -3.96 68.55
6003.1 4941 10.888 77.673 -0.466 107.007 2.055 0.4728 0.9857 2961 5620 4290 0.1423 -8.173 -4.015 68.55
6013.1 4921 11.191 77.451 -0.472 108.155 2.05 0.4823 0.9941 2917 5688 4302 0.2447 -8.362 -4.059 68.53
6023.1 4899 11.640 77.209 -0.519 109.213 2.042 0.4901 1 2879 5761 4320 0.3418 -8.542 -4.1 68.52
6033.1 4877 12.119 77.012 -0.677 110.181 2.034 0.494 1.002 2858 5849 4353 0.4306 -8.723 -4.146 68.52
6043.1 4854 12.580 76.807 -0.340 111.113 2.029 0.4926 0.9996 2849 5962 4406 0.5125 -8.919 -4.203 68.51
6053.1 4826 13.041 76.460 -0.511 112.043 2.02 0.4867 0.9912 2846 6112 4479 0.5797 -9.147 -4.284 68.51
6063.1 4804 13.560 76.119 -0.723 113.162 2.013 0.4808 0.9836 2842 6281 4561 0.6362 -9.384 -4.374 68.51
6073.1 4776 14.006 75.886 -0.840 113.935 2.011 0.4727 0.9747 2850 6424 4637 0.6866 -9.56 -4.437 68.5
6083.1 4742 14.511 75.691 -0.503 114.374 2.006 0.4624 0.9627 2870 6554 4712 0.7385 -9.698 -4.48 68.5
6093.1 4701 14.812 75.537 -1.192 114.465 2.008 0.45 0.9504 2895 6648 4771 0.7766 -9.761 -4.492 68.47
6103.1 4666 15.222 75.320 -1.364 114.901 2.009 0.4407 0.9406 2908 6768 4838 0.7995 -9.848 -4.524 68.46
6113.1 4639 15.564 75.066 -1.413 115.627 2.008 0.4339 0.933 2912 6909 4910 0.8151 -9.95 -4.567 68.44
6123.1 4589 15.903 74.792 -1.851 115.526 2.005 0.425 0.9228 2923 6973 4948 0.8235 -9.925 -4.551 68.42
6133.1 4589 16.471 74.542 -1.882 117.195 2.004 0.4264 0.9241 2899 7165 5032 0.8172 -10.08 -4.63 68.42
6143.1 4589 17.038 74.292 -1.914 118.867 2.003 0.429 0.9267 2871 7350 5110 0.8061 -10.21 -4.702 68.42
6153.1 4589 17.605 74.045 -1.946 120.543 2.002 0.4323 0.93 2842 7532 5187 0.7919 -10.33 -4.77 68.42
6163.1 4440 17.703 73.904 -2.510 116.417 1.999 0.4103 0.9055 2908 7216 5062 0.8116 -9.78 -4.484 68.35
6173.1 4408 18.118 73.694 -2.592 116.764 2.001 0.4088 0.9041 2896 7271 5083 0.7964 -9.729 -4.466 68.34
6183.1 4380 18.593 73.422 -2.606 117.309 1.998 0.4083 0.9029 2879 7349 5114 0.7826 -9.709 -4.463 68.33
6193.1 4339 18.743 73.089 -2.210 117.528 1.992 0.4048 0.8979 2867 7414 5141 0.7653 -9.671 -4.453 68.28
6203.1 4294 19.110 72.915 -1.925 117.289 1.993 0.402 0.895 2863 7409 5136 0.747 -9.542 -4.397 68.26
6213.1 4256 19.424 72.610 -2.059 117.516 1.99 0.4007 0.8926 2846 7456 5151 0.7234 -9.48 -4.378 68.23
6223.1 4226 19.901 72.418 -2.042 117.815 1.984 0.4023 0.8931 2830 7490 5160 0.7013 -9.4 -4.349 68.22
6233.1 4190 20.509 72.248 -2.402 117.784 1.979 0.4059 0.8959 2808 7464 5136 0.6829 -9.242 -4.28 68.21
6243.1 4158 20.982 72.110 -2.434 117.902 1.977 0.4133 0.9036 2774 7415 5094 0.6532 -9.06 -4.203 68.19
6253.1 4129 21.556 71.943 -2.166 118.098 1.973 0.4237 0.9143 2730 7355 5042 0.6246 -8.868 -4.122 68.19
6263.1 4089 21.970 71.766 -2.649 117.927 1.969 0.4345 0.925 2685 7250 4967 0.5889 -8.627 -4.019 68.18
6273.1 4052 22.238 71.460 -2.920 118.043 1.965 0.4515 0.9418 2614 7133 4874 0.5492 -8.382 -3.916 68.15
6283.1 4021 22.742 71.382 -2.987 118.043 1.969 0.4705 0.9622 2553 6983 4768 0.5102 -8.099 -3.794 68.14
6293.1 3989 23.229 71.293 -2.573 118.004 1.967 0.4914 0.9829 2493 6831 4662 0.4764 -7.821 -3.672 68.12
6303.1 3953 23.506 71.110 -2.539 117.962 1.968 0.5136 1.005 2425 6675 4550 0.4385 -7.547 -3.554 68.09
6313.1 3914 23.960 70.859 -2.568 117.730 1.967 0.5348 1.025 2360 6516 4438 0.406 -7.277 -3.435 68.07
6323.1 3890 24.484 70.665 -2.322 118.061 1.966 0.5631 1.052 2289 6389 4339 0.3732 -7.041 -3.334 68.06
6333.1 3859 25.041 70.486 -2.521 118.066 1.966 0.5886 1.075 2227 6249 4238 0.343 -6.797 -3.227 68.05
6343.1 3825 25.533 70.336 -2.013 117.919 1.97 0.6161 1.102 2165 6086 4126 0.3087 -6.533 -3.112 68.04
6353.1 3795 25.970 70.248 -1.655 117.839 1.97 0.6429 1.125 2114 5950 4032 0.2812 -6.308 -3.013 68.02
6363.1 3765 26.206 70.038 -1.654 117.992 1.974 0.6702 1.15 2056 5835 3945 0.2497 -6.114 -2.932 67.99
6373.1 3724 26.791 69.781 -2.050 117.556 1.981 0.6958 1.174 2000 5675 3838 0.2226 -5.871 -2.824 67.98
6383.1 3707 27.254 69.729 -2.457 117.917 1.99 0.7299 1.205 1945 5564 3754 0.1892 -5.684 -2.748 67.97
6393.1 3686 27.853 69.608 -2.316 118.127 1.993 0.7594 1.23 1899 5470 3685 0.165 -5.515 -2.675 67.97
6403.1 3658 28.390 69.586 -2.419 117.906 2.001 0.7862 1.254 1862 5346 3604 0.1342 -5.323 -2.594 67.97
6413.1 3631 28.958 69.518 -1.909 117.830 2.007 0.8155 1.279 1822 5235 3529 0.1089 -5.146 -2.519 67.97
6423.1 3610 29.373 69.444 -1.679 118.049 2.016 0.8473 1.307 1780 5142 3461 0.08308 -4.993 -2.455 67.95
6433.1 3587 29.971 69.310 -1.975 118.128 2.021 0.8736 1.329 1744 5065 3405 0.05951 -4.854 -2.397 67.95
6443.1 3562 30.664 69.108 -1.902 118.213 2.022 0.899 1.348 1710 5002 3356 0.0394 -4.73 -2.345 67.96
6453.1 3535 31.285 69.006 -1.854 118.038 2.026 0.9206 1.365 1683 4925 3304 0.01676 -4.596 -2.29 67.98
6463.1 3508 31.682 69.013 -1.751 117.898 2.036 0.9418 1.384 1660 4846 3253 -0.007405 -4.47 -2.238 67.97
6473.1 3479 32.230 68.953 -1.580 117.635 2.042 0.9589 1.399 1640 4774 3207 -0.02427 -4.347 -2.186 67.96
6483.1 3467 32.633 68.901 -1.685 118.158 2.05 0.9845 1.42 1613 4744 3179 -0.04645 -4.272 -2.159 67.95
6493.1 3444 32.991 68.708 -1.440 118.367 2.05 0.996 1.429 1595 4732 3163 -0.06628 -4.217 -2.141 67.94
6503.1 3426 33.488 68.724 -0.986 118.545 2.056 1.014 1.443 1579 4698 3139 -0.08421 -4.14 -2.112 67.94
6513.1 3402 33.974 68.752 -1.463 118.397 2.056 1.021 1.449 1575 4670 3122 -0.1008 -4.07 -2.085 67.92
6523.1 3381 34.670 68.762 -1.746 118.223 2.06 1.025 1.452 1572 4645 3108 -0.1197 -3.997 -2.058 67.94
6533.1 3364 35.241 68.822 -1.762 118.329 2.058 1.032 1.457 1570 4640 3105 -0.1339 -3.948 -2.041 67.93
6543.1 3342 35.718 68.861 -1.710 118.207 2.057 1.032 1.457 1571 4630 3100 -0.1456 -3.898 -2.022 67.91
6553.1 3332 36.285 68.812 -2.037 118.735 2.054 1.034 1.457 1569 4671 3120 -0.1604 -3.89 -2.025 67.92
6563.1 3327 36.715 68.806 -2.221 119.559 2.051 1.039 1.46 1565 4727 3146 -0.1757 -3.901 -2.038 67.91
6573.1 3327 37.162 68.843 -2.247 120.567 2.052 1.047 1.466 1561 4788 3174 -0.1915 -3.914 -2.053 67.91
6583.1 3327 37.609 68.887 -2.273 121.575 2.052 1.054 1.47 1558 4854 3206 -0.2069 -3.932 -2.069 67.91
6593.1 3327 38.055 68.938 -2.300 122.582 2.051 1.058 1.473 1557 4924 3241 -0.222 -3.952 -2.087 67.91
6603.1 3327 38.501 68.996 -2.326 123.588 2.051 1.061 1.475 1558 4999 3278 -0.237 -3.976 -2.107 67.91
6613.1 3327 38.946 69.061 -2.353 124.593 2.05 1.063 1.476 1560 5077 3318 -0.2519 -4.002 -2.127 67.91
6623.1 3323 39.141 68.797 -2.361 125.661 2.04 1.063 1.472 1552 5177 3365 -0.2637 -4.046 -2.155 67.9
6633.1 3323 39.586 68.874 -2.388 126.665 2.04 1.062 1.472 1556 5262 3409 -0.2787 -4.076 -2.177 67.9
6643.1 3322 39.970 68.880 -2.390 127.681 2.037 1.06 1.469 1559 5356 3457 -0.2929 -4.112 -2.202 67.9
6653.1 3322 40.415 68.970 -2.417 128.684 2.036 1.058 1.467 1565 5447 3506 -0.3081 -4.145 -2.226 67.9
6663.1 3320 40.740 68.913 -2.420 129.717 2.031 1.053 1.462 1567 5553 3560 -0.3224 -4.187 -2.255 67.9
6673.1 3320 41.184 69.016 -2.446 130.717 2.03 1.049 1.459 1576 5652 3614 -0.3382 -4.222 -2.28 67.9
6683.1 3320 41.630 69.125 -2.472 131.716 2.029 1.044 1.455 1585 5754 3670 -0.3544 -4.259 -2.307 67.9
6693.1 3320 42.075 69.241 -2.498 132.713 2.029 1.037 1.45 1595 5861 3728 -0.3711 -4.296 -2.333 67.9
6703.1 3320 42.522 69.363 -2.524 133.708 2.028 1.029 1.445 1607 5973 3790 -0.3882 -4.334 -2.361 67.9
6713.1 3320 42.969 69.492 -2.550 134.700 2.027 1.02 1.438 1621 6092 3857 -0.4045 -4.376 -2.39 67.9
6723.1 3020 45.464 68.449 -2.974 119.333 1.94 0.7872 1.235 1832 5567 3699 -0.3919 -3.886 -2.139 67.84
6733.1 3012 46.022 68.505 -3.064 119.717 1.937 0.7696 1.22 1857 5672 3764 -0.4145 -3.9 -2.157 67.84
6743.1 3000 46.654 68.459 -3.037 120.058 1.933 0.7502 1.204 1880 5783 3832 -0.4448 -3.904 -2.174 67.84
6753.1 2988 47.192 68.572 -3.147 120.260 1.932 0.7335 1.19 1909 5870 3889 -0.4795 -3.879 -2.179 67.84
6763.1 2969 47.897 68.592 -4.193 119.945 1.924 0.7129 1.17 1942 5938 3940 -0.5138 -3.824 -2.169 67.84
6773.1 2950 48.518 68.549 -4.450 119.772 1.917 0.6923 1.151 1971 6018 3995 -0.5574 -3.754 -2.155 67.83
6783.1 2936 48.898 68.527 -4.378 119.897 1.91 0.682 1.141 1988 6086 4037 -0.6047 -3.663 -2.134 67.8
6793.1 2920 49.262 68.585 -4.224 119.917 1.905 0.6715 1.13 2009 6142 4076 -0.664 -3.548 -2.106 67.78
6803.1 2905 49.749 68.788 -4.509 119.826 1.905 0.6611 1.121 2036 6180 4108 -0.7354 -3.396 -2.066 67.75
6813.1 2891 50.197 68.877 -3.736 119.922 1.899 0.6566 1.116 2052 6219 4135 -0.8079 -3.227 -2.017 67.74
6823.1 2877 50.517 68.829 -3.971 120.131 1.889 0.6555 1.112 2055 6261 4158 -0.884 -3.037 -1.96 67.71
6833.1 2859 50.958 68.750 -3.611 120.133 1.875 0.6545 1.107 2059 6288 4174 -0.9714 -2.82 -1.896 67.7
6843.1 2844 51.426 68.822 -3.893 120.047 1.865 0.6607 1.11 2059 6263 4161 -1.057 -2.568 -1.812 67.68
6853.1 2829 51.961 68.969 -3.807 119.834 1.853 0.663 1.108 2070 6249 4159 -1.148 -2.322 -1.735 67.66
6863.1 2818 52.525 69.330 -3.852 119.753 1.851 0.6694 1.113 2082 6212 4147 -1.243 -2.067 -1.655 67.64
6873.1 2803 52.873 69.320 -3.607 119.805 1.833 0.6733 1.11 2085 6227 4156 -1.325 -1.828 -1.576 67.6
6883.1 2793 53.228 69.423 -3.724 119.902 1.823 0.6772 1.111 2089 6232 4161 -1.413 -1.583 -1.498 67.57
6893.1 2782 53.800 69.677 -3.959 119.740 1.817 0.6769 1.108 2108 6226 4167 -1.512 -1.335 -1.424 67.56
6903.1 2771 54.255 69.954 -4.006 119.735 1.811 0.6776 1.107 2126 6228 4177 -1.614 -1.09 -1.352 67.53
6913.1 2757 54.778 70.150 -3.960 119.463 1.803 0.6745 1.102 2147 6225 4186 -1.718 -0.8419 -1.28 67.51
6923.1 2747 55.336 70.386 -4.118 119.333 1.795 0.6736 1.099 2167 6227 4197 -1.822 -0.5946 -1.208 67.5
6933.1 2736 55.852 70.786 -4.293 119.142 1.789 0.6694 1.094 2200 6233 4217 -1.937 -0.3512 -1.144 67.47
6943.1 2726 56.349 70.896 -4.225 119.154 1.774 0.6689 1.089 2216 6259 4237 -2.034 -0.1034 -1.069 67.45
6953.1 2717 56.735 71.127 -4.070 119.142 1.764 0.6699 1.087 2233 6265 4249 -2.134 0.1446 -0.9949 67.42
6963.1 2707 57.203 71.346 -4.145 119.043 1.751 0.67 1.083 2254 6274 4264 -2.236 0.3951 -0.9204 67.38
6973.1 2694 57.670 71.464 -4.406 118.741 1.738 0.667 1.076 2273 6275 4274 -2.34 0.6455 -0.8472 67.36
6983.1 2686 58.072 71.668 -4.267 118.672 1.725 0.6691 1.074 2289 6275 4282 -2.44 0.8977 -0.7714 67.33
6993.1 2674 58.413 71.961 -4.507 118.418 1.713 0.6683 1.069 2314 6267 4290 -2.547 1.151 -0.6983 67.28
7003.1 2668 59.025 72.454 -4.543 118.198 1.706 0.6696 1.068 2347 6246 4297 -2.663 1.401 -0.6314 67.26
7013.1 2653 59.180 72.366 -4.554 118.051 1.686 0.6691 1.062 2353 6262 4307 -2.755 1.659 -0.5478 67.21
7023.1 2644 59.695 72.801 -4.635 117.676 1.677 0.6714 1.061 2381 6222 4302 -2.868 1.903 -0.4824 67.18
7033.1 2630 60.140 73.114 -4.550 117.157 1.663 0.6735 1.058 2406 6177 4292 -2.974 2.145 -0.4143 67.15
7043.1 2617 60.345 73.226 -4.673 116.854 1.646 0.6786 1.056 2414 6146 4280 -3.065 2.391 -0.3367 67.11
7053.1 2610 60.963 73.780 -4.615 116.427 1.637 0.6847 1.058 2444 6085 4265 -3.18 2.624 -0.278 67.09
7063.1 2598 61.469 74.008 -4.811 115.925 1.619 0.6933 1.059 2454 6022 4238 -3.259 2.854 -0.2022 67.05
7073.1 2587 61.863 74.169 -4.788 115.480 1.6 0.7068 1.063 2453 5946 4200 -3.329 3.076 -0.1266 67.01
7083.1 2577 62.315 74.578 -4.809 114.959 1.586 0.7231 1.07 2459 5844 4152 -3.41 3.277 -0.06663 66.98
7093.1 2565 62.680 74.922 -4.915 114.343 1.568 0.7492 1.083 2449 5705 4077 -3.456 3.45 -0.003019 66.94
7103.1 2555 63.280 75.580 -4.881 113.595 1.557 0.778 1.1 2452 5538 3995 -3.514 3.591 0.03887 66.91
7113.1 2540 63.508 75.860 -4.708 112.907 1.541 0.8046 1.113 2438 5400 3919 -3.55 3.731 0.09052 66.86
7123.1 2535 64.308 76.641 -4.669 112.172 1.533 0.8318 1.129 2451 5251 3851 -3.611 3.842 0.1157 66.84
7133.1 2524 64.807 77.201 -4.949 111.356 1.519 0.8528 1.138 2464 5127 3796 -3.653 3.944 0.1454 66.8
7143.1 2513 65.323 77.602 -4.755 110.617 1.503 0.8689 1.142 2478 5034 3756 -3.691 4.046 0.1773 66.77
7153.1 2506 66.092 78.447 -4.742 109.734 1.498 0.8762 1.145 2524 4939 3732 -3.765 4.121 0.1779 66.75
7163.1 2494 66.810 78.954 -4.843 108.767 1.482 0.881 1.142 2561 4861 3711 -3.811 4.19 0.1898 66.71
7173.1 2479 66.923 79.163 -4.897 108.033 1.463 0.8816 1.135 2589 4822 3705 -3.841 4.276 0.2173 66.67
7183.1 2467 67.562 79.835 -4.805 107.024 1.453 0.8734 1.126 2652 4767 3709 -3.908 4.326 0.2089 66.64
7193.1 2459 68.407 80.419 -4.895 106.113 1.443 0.8693 1.119 2706 4712 3709 -3.955 4.367 0.2063 66.61
7203.1 2449 68.884 80.983 -4.814 105.213 1.435 0.8604 1.11 2765 4667 3716 -4.003 4.403 0.2002 66.58
7213.1 2436 69.089 81.311 -4.691 104.427 1.42 0.85 1.098 2817 4646 3731 -4.037 4.451 0.2072 66.52
7223.1 2428 69.694 82.007 -4.576 103.488 1.413 0.84 1.089 2889 4600 3744 -4.095 4.468 0.1866 66.49
7233.1 2428 70.831 83.152 -4.533 102.483 1.413 0.8319 1.084 2984 4532 3758 -4.181 4.458 0.1382 66.49
7243.1 2428 71.969 84.300 -4.491 101.474 1.413 0.8261 1.08 3077 4459 3768 -4.262 4.438 0.08802 66.49
7253.1 2428 73.108 85.451 -4.448 100.464 1.413 0.8224 1.077 3169 4381 3775 -4.338 4.411 0.03653 66.49
7263.1 2428 74.247 86.604 -4.406 99.453 1.412 0.8204 1.076 3260 4300 3780 -4.409 4.378 -0.01582 66.49
7273.1 2428 75.386 87.759 -4.363 98.441 1.411 0.8201 1.075 3350 4215 3783 -4.476 4.338 -0.06872 66.49
7283.1 2428 76.524 88.915 -4.321 97.428 1.409 0.8214 1.075 3438 4128 3783 -4.537 4.294 -0.1218 66.49
7293.1 2428 77.661 90.072 -4.278 96.416 1.407 0.8244 1.076 3525 4039 3782 -4.593 4.244 -0.1748 66.49
7303.1 2428 78.798 91.230 -4.235 95.403 1.404 0.8294 1.079 3608 3946 3777 -4.643 4.188 -0.2274 66.49
7313.1 2428 79.932 92.388 -4.193 94.392 1.402 0.8365 1.082 3688 3850 3769 -4.685 4.127 -0.2791 66.49
7323.1 2428 81.065 93.545 -4.150 93.381 1.399 0.8462 1.087 3764 3751 3757 -4.719 4.059 -0.3296 66.49
7333.1 2428 82.194 94.702 -4.108 92.372 1.396 0.8592 1.095 3832 3646 3739 -4.74 3.983 -0.3783 66.49
7343.1 2320 76.354 88.665 -4.166 92.574 1.283 0.864 1.052 3483 3797 3640 -4.261 4.175 -0.04268 66.19
7353.1 2315 77.025 89.477 -4.123 91.628 1.279 0.8833 1.062 3515 3686 3601 -4.224 4.081 -0.07154 66.18
7363.1 2303 77.154 89.910 -4.151 90.787 1.271 0.9011 1.069 3526 3595 3560 -4.154 3.996 -0.07896 66.16
7373.1 2296 77.640 90.598 -4.145 89.898 1.26 0.921 1.077 3556 3501 3528 -4.091 3.9 -0.0955 66.14
7383.1 2288 78.121 91.340 -4.189 88.927 1.256 0.9328 1.082 3598 3410 3504 -4.036 3.793 -0.1213 66.12
7393.1 2282 78.641 92.053 -4.165 88.020 1.252 0.9424 1.086 3643 3331 3487 -3.967 3.686 -0.1401 66.1
7403.1 2275 79.061 92.698 -4.150 87.157 1.248 0.9538 1.09 3679 3252 3466 -3.872 3.57 -0.1511 66.08
7413.1 2266 79.302 93.220 -4.202 86.350 1.242 0.9649 1.094 3710 3183 3446 -3.752 3.451 -0.1506 66.07
7423.1 2256 79.655 93.478 -4.150 85.595 1.236 0.9695 1.094 3732 3129 3431 -3.617 3.334 -0.1411 66.05
7433.1 2247 79.828 93.937 -4.081 84.835 1.234 0.9682 1.092 3777 3081 3429 -3.488 3.209 -0.1393 66.03
7443.1 2238 79.961 94.356 -4.130 84.106 1.233 0.96 1.087 3831 3044 3437 -3.351 3.083 -0.134 66.02
7453.1 2229 80.052 94.735 -4.193 83.397 1.234 0.945 1.079 3895 3018 3457 -3.213 2.954 -0.1292 65.99
7463.1 2221 80.177 95.120 -4.189 82.736 1.235 0.9344 1.073 3950 2988 3469 -3.057 2.814 -0.1216 65.98
7473.1 2213 80.260 95.460 -4.214 82.089 1.235 0.9249 1.068 4002 2959 3480 -2.887 2.67 -0.1088 65.96
7483.1 2207 80.452 95.848 -4.194 81.479 1.236 0.9206 1.066 4045 2923 3484 -2.707 2.519 -0.09414 65.95
7493.1 2205 80.912 96.374 -4.167 80.828 1.239 0.9149 1.064 4100 2884 3492 -2.535 2.365 -0.08544 65.95
7503.1 2201 81.180 96.767 -4.129 80.250 1.239 0.9061 1.058 4157 2859 3508 -2.364 2.221 -0.07136 65.94
7513.1 2198 81.484 97.159 -4.121 79.702 1.24 0.9048 1.058 4194 2822 3508 -2.176 2.07 -0.05263 65.94
7523.1 2192 81.518 97.373 -4.080 79.243 1.24 0.9035 1.057 4219 2794 3506 -1.981 1.926 -0.02755 65.93
7533.1 2186 81.510 97.539 -4.087 78.807 1.239 0.9019 1.056 4240 2768 3504 -1.78 1.783 0.001042 65.92
7543.1 2184 81.770 97.835 -4.105 78.348 1.24 0.901 1.056 4269 2737 3503 -1.586 1.638 0.02613 65.92
7553.1 2179 81.759 97.954 -4.120 77.975 1.24 0.9004 1.055 4283 2714 3498 -1.384 1.498 0.05722 65.92
7563.1 2174 81.708 98.026 -4.138 77.647 1.239 0.9014 1.056 4290 2691 3491 -1.179 1.361 0.09056 65.92
7573.1 2171 81.771 98.137 -4.142 77.323 1.239 0.8994 1.054 4307 2674 3491 -0.9791 1.225 0.1231 65.92
7583.1 2167 81.717 98.159 -4.132 77.054 1.236 0.896 1.051 4322 2663 3492 -0.7749 1.094 0.1594 65.91
7593.1 2166 81.857 98.265 -4.124 76.778 1.237 0.8972 1.052 4327 2642 3484 -0.5718 0.9594 0.1938 65.9
7603.1 2166 82.036 98.368 -4.110 76.523 1.239 0.898 1.053 4333 2622 3477 -0.3698 0.8268 0.2285 65.9
7613.1 2166 82.178 98.426 -4.098 76.306 1.24 0.8988 1.055 4334 2605 3469 -0.1676 0.696 0.2642 65.9
7623.1 2164 82.125 98.350 -4.069 76.158 1.241 0.9 1.055 4324 2593 3458 0.03622 0.5675 0.3018 65.91
7633.1 2164 82.190 98.315 -4.061 76.014 1.243 0.9004 1.057 4317 2581 3449 0.2368 0.4398 0.3383 65.91
7643.1 2164 82.217 98.235 -4.056 75.908 1.245 0.9005 1.058 4306 2571 3438 0.436 0.3135 0.3747 65.91
7653.1 2164 82.205 98.108 -4.052 75.839 1.247 0.9003 1.058 4291 2564 3427 0.6333 0.1883 0.4108 65.91
7663.1 2164 82.157 97.936 -4.050 75.806 1.25 0.8998 1.059 4271 2559 3415 0.8282 0.06423 0.4462 65.91
7673.1 2164 82.071 97.720 -4.051 75.810 1.254 0.8989 1.06 4248 2557 3402 1.02 -0.05875 0.4805 65.91
7683.1 2164 81.948 97.458 -4.053 75.850 1.258 0.8977 1.061 4220 2556 3388 1.207 -0.1804 0.5132 65.91
